"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11311","count.11312","count.11313","count.11331","count.11332","count.11333","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12121","count.12122","count.12123","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12313","count.12331","count.12332","count.12333","count.12921","count.12931","count.12932","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.31911","count.31912","count.31913","count.32911","count.32912","count.32913","count.12923","NUTS_ID"
1,1324828,384263,17175,6167,521,96,4648,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES30"
2,48665849,16970495,299940,547878,509231,23121,98692,557,1227,3725160,51781,37039,157050,5060,1775,15817,23,352,409,593519,10037,2558,12355,553,5,21720,30,88,2276,95,2,4110,43,860,50727,2167,437,3188,70,72,2512,21490,3628,18,436,562,3,518026,8003,2438,348410,8454,1170,337114,31682,1753,91875,9590,160,0,0,0,0,0,0,0,"ES41"
3,13995401,3316081,34966,35022,258535,2468,44133,96,109,1832123,14968,7964,0,0,0,14246,201,29,0,15612,4,173,0,0,0,8997,153,31,0,0,0,0,0,0,0,0,0,20106,926,28,2410,0,0,0,0,0,0,151993,530,865,1866,0,3,250294,2035,966,29843,26,127,986,4,4,12130,101,53,0,"ES42"
4,3747470,883565,4934,11388,63,0,8801,16,100,239854,1429,662,0,0,0,2208,115,3,0,0,0,0,0,0,0,1218,0,0,0,0,0,1528,0,312,0,0,0,0,0,0,21,0,0,0,113,0,0,43367,113,160,0,0,0,54219,102,146,0,0,0,0,0,0,0,0,0,1,"ES43"
