"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.12112","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","NUTS_ID"
1,5444723,1702,66,26,207864,1050,2280,6359,50,37,28,1,32078,766,710,2223,153,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES24"
2,68753335,270984,6664,9785,1657661,85094,24747,34926,1661,173,412992,13714,636290,18285,5590,73148,2799,1696,17227,9320,420,89,11632,118,231,1368,91,4,20783,1072,2248,37404,2621,655,9391,926,338,708,6,24,798,43,20,"ES51"
