"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,8134655,2970934,2148090,5870,757145,293139,1082,6153,1535,16,"PL92"
2,64211990,12955698,2475151,19218,2937514,472042,4017,309374,31694,449,"PL62"
3,1225006,355478,414670,548,131341,135821,222,658,490,0,"PL84"
