"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31313","count.31211","count.31212","count.31213","count.31312","count.31911","count.31912","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","NUTS_ID"
1,45566640,974471,125215,1828,53079,10020,137,36057,4830,60,56063,4606,96,2232492,328589,4018,17953,3299,52,161255,20814,253,49332,7742,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRB0"
2,13274498,2498302,169302,4719,75697,6957,100,155305,11295,351,9966,320,12,1258368,122772,2560,8830,1594,28,55591,6179,97,13942,894,33,52299,3559,144,401,1,0,0,0,0,0,0,0,0,0,0,0,0,"FRG0"
3,17992868,3979825,650718,9635,131542,14999,271,151488,31250,420,6352,634,5,1436226,316567,3555,816,22,2,164424,77496,527,8560,1368,16,842877,135821,2245,91055,216,1949,918,6,11102,200,7,120066,21989,322,2761,380,16,"FRD1"
4,5730684,74222,23433,192,1698,396,1,4594,114,9,239,41,0,385056,109199,977,1947,1501,15,46973,8559,119,4104,1340,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRD2"
