"ID","count.0","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.255","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92313","count.92321","count.92322","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","NUTS_ID"
1,2998322,8548,1871,11,13967,530,15,1174,91,2,501,8,1,95036,9389,117,117749,7454,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO08"
2,78655067,4210559,512809,6271,1131267,102027,1435,3268823,320473,4138,219273,20780,239,269774,31577,383,21469,2237,28,1029,35576,11268,70,2558,152,1,43292,6852,72,293025,39471,487,4746,1310,15,35504,2760,58,943,225,65100,8609,120,16594,1173,18,16030,1769,31,6,"SE23"
3,4724963,36518,7130,41,0,0,0,12523,1433,11,0,0,0,10375,1000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,369,15,0,0,0,0,1888,27,3,0,0,1875,60,0,0,0,0,0,0,0,0,"SE31"
