"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","NUTS_ID"
1,62028025,2028976,292489,3001,99034,9769,129,458749,62634,581,17238,2696,12,3659,705,6,9808092,2222667,16447,89188,7950,139,1072639,154849,1787,11982,440,18,150059,68914,275,"PL21"
2,13434930,1155902,153021,1591,0,0,0,234935,29295,292,0,0,0,11756,3376,12,1751743,634379,2590,0,0,0,230895,22663,329,0,0,0,22582,6541,39,"PL72"
3,3128083,107309,37375,225,0,0,0,8553,2397,16,0,0,0,0,0,0,183777,190438,385,0,0,0,12661,16168,33,0,0,0,2396,161,3,"PL22"
