"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.12211","count.12212","count.12321","count.12322","count.12323","count.11223","count.12213","count.12221","count.12222","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","NUTS_ID"
1,52735803,330444,238989,607,217166,134072,572,8447,4073,11,2073,1582,190,352,1,2135,1804,6,747316,1577555,2884,250066,566605,945,74391,113034,234,24401,58408,91,243313,1975662,4001,56188,268247,558,21692,48951,95,3623,9418,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC4"
2,24503749,400477,224710,690,153853,95998,319,5713,6397,28,28,58,304,186,1,437,2149,2,545311,542272,1067,34499,192366,238,35938,33559,75,12241,17066,23,0,0,0,0,0,0,0,0,0,0,0,0,294,235,6805,78155,63,0,0,0,0,0,0,0,0,0,0,"ITC1"
3,11131754,499618,433025,1262,416189,219953,952,22390,25457,84,1866,2424,1872,1120,2,924,342,0,101806,271171,447,9444,2846,15,19759,27155,45,0,0,0,39362,120277,191,0,0,0,2643,3589,1,0,0,0,3177,4843,0,0,0,6,10,70,37,5927,5873,9,430,307,2,"ITH5"
