"ID","count.0","count.255","count.11131","count.11132","count.11133","count.11231","count.11232","count.11233","count.11931","count.11932","count.11933","count.12131","count.12132","count.12133","count.12231","count.12232","count.12233","count.12931","count.12932","count.12933","count.19231","count.19232","count.19931","count.91131","count.91133","count.91231","count.91232","count.91233","count.91931","count.91932","count.91933","count.92131","count.92132","count.92133","count.92231","count.92232","count.92233","count.92931","count.92932","count.92933","count.99131","count.99132","count.99133","count.99231","count.99232","count.99233","count.99931","count.99932","count.99933","count.99991","count.99992","count.99993","NUTS_ID"
1,11596791,31,7084,40,20,103390,922,1111,3206,33,14,131991,462,6507,536222,5629,12840,29305,842,565,5,2,153,354,1,9724,29,95,1875,13,24,10000,2,103,58017,199,978,8661,107,369,150,9,139,2023,10,206,3708,43,99,2078,3,161,"ES62"
