"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,22579405,32279,3036,89,161,1459,6,8,4308774,781821,5504,72071,12579,105,44449,5635,75,"PL62"
