"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12121","count.12122","count.12123","count.12321","count.12322","NUTS_ID"
1,49538817,112768,2,65,3744977,23391,6207,269706,384,415,15805,19,10,3952074,51648,5142,0,0,0,0,0,"NO02"
2,36897312,558,0,0,0,0,0,3383734,3470,3433,1800374,1931,1656,182177,388,244,3010,6,6,265,6,"SE31"
