"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,89451363,3017878,292215,5357,3372772,164391,5223,346140,26978,689,5270,284,5,5732,73,6,1646,96,5,"FI19"
2,3086071,133792,6567,194,60907,1797,61,13688,790,10,0,0,0,0,0,0,0,0,0,"FI1C"
