"ID","count.0","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12911","count.12912","count.12931","count.12932","count.12933","count.19931","count.91131","count.91132","count.91231","count.91232","count.91233","count.91931","count.91933","count.92131","count.92132","count.92133","count.92231","count.92232","count.92233","count.92931","count.92932","count.92933","count.99931","count.99932","count.32231","count.32232","count.32233","count.32931","count.32932","count.32933","count.99933","NUTS_ID"
1,31048444,51183,144,445,53767,181,472,83187,2039,482,969556,11810,6814,3210,318,4,24126,921,47,1200,14,34104,10568,2286,17361,318,99,879898,32359,5446,345,1,58393,2989,5106,13,64,57,12436,290,177,928,7,3245,1349,435,28627,1564,509,7300,149,27,379,69,0,0,0,0,0,0,0,"ES52"
2,49626113,1218,0,0,29236,12,126,10414,6,32,1083338,16881,4634,0,0,0,19690,748,23,0,0,13338,1483,63,0,0,0,1046607,30499,3787,0,0,52711,4548,80,0,0,0,0,0,0,0,0,0,0,0,2996,508,9,5280,355,25,363,0,25087,1996,176,1110,177,4,38,"ES62"
3,4566235,0,0,0,2249,68,234,0,0,0,190563,19434,4371,0,0,0,1016,33,7,0,0,643,72,84,0,0,0,72659,4255,1490,0,0,3773,380,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES42"
