"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,70333606,2112,627,1,1558,108,1,6583129,2389083,11926,39253,10911,55,272129,40546,363,"PL61"
2,17994128,6999,4694,11,0,0,0,1466036,759661,2942,23779,12027,42,36399,7787,87,"PL41"
