"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19311","count.19312","count.19911","count.19912","count.19913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39111","count.39112","count.39113","count.39311","count.39312","count.39911","count.39912","count.91111","count.91112","count.91911","count.91912","count.91991","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.255","count.19113","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.99121","count.99122","count.99123","count.99311","count.99312","count.99321","count.99322","count.99921","count.99922","count.99923","NUTS_ID"
1,4137240,207037,72337,402,132357,47179,304,32665,18981,73,197,23,21,5,4860,405,10,128328,47207,289,124322,45147,313,6942,2324,11,134,66,3,10,32,126,113,152,58,103,112,263,57071,29132,143,4286,3710,14,59622,23925,135,636,13,1,6957,1068,6,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRG0"
2,3710409,439480,164552,1260,127937,50064,408,37050,12778,74,3452,497,0,0,7165,1161,19,91660,24161,195,86344,25132,204,2493,546,1,0,0,0,0,0,0,0,0,0,0,0,0,45664,21627,137,3103,804,5,79181,16842,257,6,0,0,10017,904,26,190,3163,9,169655,138529,450,540,649,5,25831,10191,42,1375,466,4,143,25,277,92,8404,4195,17,"FRH0"
