"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.91991","NUTS_ID"
1,13417855,2901,267198,18326,612,50186,171,131,65976,4048,188,4419,3,11,20363,3638,36,352834,19196,935,20410,382,55,135894,6122,398,76881,6088,273,6855,356,27,3771,154,11,7850,254,26,34435,968,90,20179,938,43,34033,2770,83,35667,6574,129,73400,3302,198,68982,3718,209,68534,148,214,9921,126,32,93215,2369,300,451,21,2,0,"EL42"
2,531440,865,0,0,0,0,0,0,0,0,0,0,0,0,57716,396,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,1,0,0,0,0,0,0,19443,92,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,55,3,16,1,0,10,"TR32"
