"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12991","count.19111","count.19112","count.19113","count.19121","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19921","count.19922","count.19991","count.19993","count.31111","count.31112","count.31113","count.31311","count.31312","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92313","count.92321","count.92322","count.92323","count.92911","count.92912","count.92913","count.92991","count.92992","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,26347712,12804,8608,26,103546,54553,234,1200,2060,3,8008,5357,24,288,173,2287,4192,2,710524,436980,1519,1016523,647644,2506,696458,462849,1608,326416,204528,765,42347,26005,83,7307,4695,15,66,7353,1335,15,5,424,64,2,3929,1139,7,39,25,455,2,3816,356,7,2,12,199714,134352,501,210509,133115,628,348753,248165,846,156546,124784,450,267,52,1,337,69,1,3454,2327,5,3083,1759,6,562,188,2,174763,52347,367,740,806,2,164285,48768,322,1060,252,1,57374,13737,119,358,1,2665,728,4,1082,262,3,10477,1985,24,1154,488,1,"FRH0"
