"ID","count.0","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.92911","count.92912","count.92913","count.99911","NUTS_ID"
1,287303,61853,5680,123,1471,112,2,1587,13,4,371,"ITG1"
