"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12311","count.12312","count.12313","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.12113","count.12911","count.12912","NUTS_ID"
1,49285654,72,6014270,3764877,13855,788022,85050,1198,187269,47361,379,40,13,237,225,1,58292,38755,152,11287,8155,28,1582,673,1,0,0,0,"LT02"
2,14287582,0,1688076,455298,3213,510246,45893,812,37685,6029,62,17455,10997,2684,96,4,0,0,0,0,0,0,0,0,0,41,112,201,"LT01"
3,458652,0,0,0,0,0,2,0,0,0,0,1539,321,4538,642,5,0,0,0,0,0,0,0,0,0,5,4,0,"PL84"
