"ID","count.0","count.92111","count.92112","count.92911","count.92912","count.99911","count.99912","count.99913","count.99991","count.99992","count.255","count.12111","count.12112","count.12113","count.12311","count.12312","count.12911","count.12912","count.12913","count.19111","count.19911","count.19912","count.92113","count.92311","count.92312","count.92313","count.92913","count.99111","count.99112","count.99113","count.99993","NUTS_ID"
1,180621,143,1,1521,31,7688,718,15,1156,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1D"
2,2740921,21877,655,34684,656,111442,1935,365,4560,118,5102,47054,2265,18,964,119,6981,160,28,18,531,1,1473,1056,4,45,1602,9178,59,14,39,"SE33"
