"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","count.12211","count.12212","count.12213","count.19111","count.19112","count.19113","count.19311","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99911","count.99912","count.99913","count.19312","NUTS_ID"
1,20081503,2827892,84573,5233,2509,702,2,49367,3977,69,2621079,63898,4755,10974,1036,17,9116,548,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BG42"
2,47999446,1990591,177644,3422,25111,2088,20,75213,7130,170,4033966,347097,7961,85081,2974,71,130770,15952,238,10753,641,10,4492,192,5,10593,5543,52,394,16733,1169,19,77376,1983,70,14692,1005,21,964,36,9406,334,22,0,"EL51"
3,9933784,27,0,0,0,0,0,206304,18958,344,13938,5121,20,1939,179,2,1173852,87821,1596,0,0,0,0,0,0,3376,224,3,199,789,157,0,0,0,0,2540,157,6,0,0,1455,66,4,43,"TR21"
