"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","NUTS_ID"
1,33179133,1361392,615516,2169,114834,65207,200,17467,3631,27,2256940,901990,25500,160145,87946,2034,47585,17311,77,0,0,"DE27"
2,13877248,2403515,614770,3590,11911,4337,5,21197,3463,40,421273,95861,1404,795,586,0,6745,704,49,14,0,"DE25"
3,7280746,535349,408241,2218,4144,5025,1,12522,4773,27,94221,83017,1758,19882,26208,846,1933,546,3,0,0,"DE14"
4,1682012,80078,113710,1472,244,93,0,1864,433,2,32354,64438,60,122,1986,0,765,350,1,0,0,"DE21"
5,26020908,4286054,2231337,10884,80674,36716,798,49096,17875,43,342264,114140,369,12337,3092,17,3432,1140,4,605,160,"DE11"
