"ID","count.0","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12311","count.12312","count.12313","count.12331","count.12332","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","NUTS_ID"
1,28681038,1362116,86356,1121,2151813,369929,1782,37077,2916,58,13,9,28172,2830,60,66764,13919,67,"RO22"
2,57498147,2398499,534966,3300,356164,407983,518,36860,11313,36,0,0,216714,47854,378,33757,28950,73,"RO31"
3,5077008,360256,97498,667,0,0,0,6001,5049,20,0,0,56585,15258,106,0,0,0,"RO32"
