"ID","count.0","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99992","count.92991","count.11921","count.11922","count.11923","count.12921","count.12922","count.19921","count.19922","count.19923","count.91921","count.91922","count.91923","count.92921","count.99921","count.99922","count.99923","NUTS_ID"
1,5781055,77267,256500,689,93,542,1,14425,36543,88,3110,1692,11,4741,3868,10,52013,128836,447,7,193,19498,36010,112,759,3712,8,5912,12254,38,232,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH3"
2,457751,2348,13016,18,0,0,0,273,1787,0,0,0,0,0,0,0,3428,6628,14,0,0,3636,773,6,1218,288,1,833,158,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH5"
3,339881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94833,40001,235,187,398,12302,10247,52,6317,3428,17,19,6615,4808,22,"HR03"
4,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,"SI04"
