"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19911","count.91111","count.91112","count.91113","count.91911","count.91912","count.92111","count.92112","count.92113","count.92311","count.92911","count.92912","count.92913","count.99111","count.99112","count.99911","count.99912","count.99913","count.11213","count.12211","count.12212","count.12213","count.19112","count.19113","count.19912","count.19913","count.91211","count.91212","count.91213","count.91913","count.92211","count.92212","count.99991","NUTS_ID"
1,16805568,853382,41384,1579,247,12,2511,133,4,2798,443,13,1313636,105143,2221,4523,173,5,35765,5059,104,4,143,8381,828,16,83,29,200934,9315,356,38,34921,2533,88,64,2,289,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI1"
2,21093306,1960612,182402,3712,132987,11676,0,0,0,33542,3358,57,1505545,78136,3614,279,3,0,46841,2703,63,771,4817,51648,13593,101,1116,307,61645,3626,136,3,4373,627,12,665,18,1422,17,2,202,5764,1029,22,61,2,154,12,1494,86,2,3,11,5,185,"FRI3"
