"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12911","count.12912","count.12913","NUTS_ID"
1,75033888,1162764,23420,1577,72683,55,55,21582,230,29,12835,60,35,16720006,955846,21858,78433,2,30,507409,26702,820,7,161895,20553,276,"RO42"
2,4438627,0,0,0,0,0,0,0,0,0,0,0,0,63174,2919,92,0,0,0,9,1,0,0,632913,38348,867,"RS12"
