"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,15694458,6922325,390551,12350,1306761,50623,2947,33182,3856,56,"RO11"
2,48752500,16838802,1031210,25024,3291358,269306,5267,75101,10569,146,"RO12"
3,4349933,863010,3387,1730,59167,91,174,6051,58,7,"RO21"
