"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11311","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.19111","count.19112","count.19113","count.19211","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91911","count.91912","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99911","count.99912","count.99913","count.12922","NUTS_ID"
1,65371818,756348,42502,1169,20703,1943,32,831660,22406,1361,124,1,32,311,4,1,11046,929,21,19,884434,54143,1795,213420,39771,297,512299,17034,964,59,558,146,2,1690,116,2,74520,3258,145,98,813,21,1,5,2803,11,21,1936,37,2,523,10,151,2,31183,3277,89,44529,5069,130,15158,843,53,1010,23,3,44,5428,321,18,0,"FRJ1"
2,2674613,15744,1517,13,55970,12523,89,0,0,0,0,0,0,0,0,0,185,51,0,0,27621,5793,56,195659,33308,219,0,0,0,0,4556,2058,18,9958,1123,9,2282,165,1,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"FRJ2"
