"ID","count.0","count.11111","count.11112","count.11113","count.12111","count.12112","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,1020937,115,63,2,53,50,604,441,3,115646,5135,399,876,9,4,41816,2307,115,427,57,5,7503,502,34,"ITG1"
