"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.92111","count.92112","count.92911","count.92912","count.92913","count.11221","count.11222","count.11223","count.11321","count.11322","count.11323","count.12221","count.12222","count.12223","count.12321","count.12322","count.12323","count.91121","count.91122","count.91123","count.92113","count.92121","count.92122","count.92123","count.92921","count.92922","NUTS_ID"
1,14274105,739,968,3,233896,3509,272,64890,14642,141,2116438,133803,2761,11819,19865,94,140430,39979,308,120577,133952,588,998731,207688,2025,150,199,5087,2347,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CH01"
2,48364,0,0,0,0,0,0,0,0,0,45356,1541,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CH02"
3,1581257,0,0,0,520925,78579,683,0,0,0,1563,345,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRC2"
4,5121513,580,303,0,217086,6060,318,0,0,0,7522,6,4,524613,43452,639,1417878,8072,1302,44731,132,38,104143,203,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC2"
5,49185493,20442,9637,37,10436558,2515064,14222,93,3,0,959876,23233,1491,455754,122161,796,4294791,2877322,8853,29997,4722,49,404470,69003,696,5558,21209,154,492,0,27650,29317,59,16137,37034,45,20674,22798,63,14772,32987,39,2537,4599,16,46,7421,12991,41,3,1,"FRK2"
