"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19911","count.19912","count.19913","count.19991","count.92111","count.92112","count.92113","count.92311","count.92312","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,10116957,1658,482135,47569,992,4829,659,8,89407,6692,139,83215,14041,179,928,313,82058,8777,183,29,55177,5183,100,596,48,54571,2771,119,37701,7192,110,158973,13185,293,2480,219,4,"FI20"
2,8318784,35,974672,167383,850,0,0,0,45132,6366,52,30319,5618,38,0,0,5321,460,11,0,67706,10158,60,0,0,16880,1994,12,25581,5058,32,37973,6633,52,730,50,0,"SE11"
3,96821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948,192,6,11,0,0,"SE12"
