"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,4908267,23,541721,27693,3609,2214,61,20,7433,386,42,"LV00"
