"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11221","count.11222","count.11223","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12221","count.12222","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12921","count.12922","count.12923","count.31121","count.31122","count.31123","count.31921","count.31922","count.32121","count.32122","count.32123","count.32921","count.32922","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12211","count.12212","count.12213","count.12913","count.12223","NUTS_ID"
1,19346208,59499,55639,110,5138553,914781,5341,406,912,2,9918,12959,28,11495,20239,29,332964,10271,447,173310,194381,340,3981769,1472410,5287,125,107,43138,68761,105,69959,93087,164,1158,675,84285,5277,127,164261,84862,262,674,63,231218,51516,292,147,162,0,0,0,0,0,0,0,0,0,0,0,"FRI1"
2,40150076,528332,27902,1069,2614258,50525,2313,0,0,0,0,0,0,0,0,0,673306,5356,799,616496,140140,1154,655100,15416,633,75,0,0,0,0,0,0,0,16599,5950,140775,907,174,0,0,0,0,0,0,0,0,0,0,574793,41446,1773,8486,944,9,151962,44454,370,49,0,"ES24"
3,12075105,43165,2244,88,1246559,131089,1305,0,0,0,0,0,0,789,171,0,40141,1235,75,61713,3920,90,306008,12352,302,7369,1738,0,0,0,0,0,0,803,133,10,0,0,0,0,0,0,0,0,0,0,0,0,46835,1199,151,641,11,0,35540,3562,48,1,15,"ES22"
4,4179153,121313,26049,134,1228869,53541,1481,0,0,0,3874,2544,8,0,0,0,152174,1257,175,141371,81955,214,519363,76514,946,0,0,6640,14682,25,0,0,0,10614,813,205677,3362,309,0,0,0,0,0,0,0,0,0,0,0,0,0,23096,43,24,0,0,0,9,0,"FRJ2"
