"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11311","count.11312","count.11313","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.32111","count.32112","count.32113","count.11913","count.32121","count.32122","count.32311","count.32312","count.32313","count.32322","NUTS_ID"
1,4578671,8660,1417,24,521,13,608452,107575,646,18860,3412,18,810,863,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CZ02"
2,59753601,25917,3324,36,7,0,10064543,3022854,10487,808589,241132,710,77281,18972,70,1376,1277,2,484300,125119,508,66249,31470,101,280,278,3227,6939,9,0,0,0,0,0,0,0,"CZ03"
3,5035963,135,68,0,0,0,1340484,225373,1001,547301,117971,391,6169,1101,17,2735,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CZ04"
4,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE22"
5,9655057,12120,16784,17,458,498,562497,1521931,1671,125333,394591,491,4649,4927,4,3665,13933,3,91075,85820,206,16249,22005,27,0,0,23321,70734,64,3,69,155,2420,9771,20,643,"DE23"
