"ID","count.0","count.12111","count.12112","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,2865,2213,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PL92"
2,48843146,9734872,1654036,311,571170,85860,775,15179,2751,37,16442,10588,24,10359,182480,43934,256,98916,6922,123,"PL81"
