"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.12221","count.12222","count.12223","count.12321","count.12322","count.12323","count.31121","count.31122","count.31123","count.32321","count.32322","count.32323","NUTS_ID"
1,46601260,5635971,79206,6565,538195,25217,656,47463,1601,50,10124,277,10,357614,2743,384,1509,430,2,26991,1380,40,1282,222,8,5979043,341817,7243,54003,10903,90,1390,34,951380,39763,1296,158320,13715,172,1594,97,1,616370,8014,714,2050,13,5,85080,605,43,1230,82,1,3357452,281762,4941,2053,742,4,594474,40393,701,30612,5921,28,0,0,0,0,0,0,0,0,0,0,0,0,"FRC1"
2,23339487,276046,88920,432,2572512,1343235,5085,0,0,0,9332,2511,22,5214,2310,5,46442,36472,113,5788,1495,7,8515,3229,18,1380183,405583,1576,697836,382722,1342,0,0,26980,11577,35,29579,6585,36,7110,5660,12,0,0,0,0,0,0,0,0,0,0,0,0,130061,26758,197,19987,6780,33,11579,3121,12,1716,158,0,452,218,2,26073,14808,37,4506,632,9,1080,828,4,"FRC2"
3,1940715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831377,100433,939,12172,4668,34,0,0,194563,15411,233,9669,125,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,50,2,0,0,0,0,0,0,0,0,0,0,0,0,1160,909,5,0,0,0,0,0,0,"FRK2"
