"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.11921","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.39111","count.39112","count.39113","count.39211","count.39212","count.39213","count.39911","count.39912","count.39913","count.91111","count.91112","count.91113","count.91121","count.91123","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92121","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,28040373,762786,10671,1499,70881,36,95,34673,831,49,101806,577,172,5519,11,183674,3942,379,4379,1,15,93844,1516,225,25874,392,21,14847,566,24,4187,95,3,15787,441,28,1339449,64095,3116,59063,277,99,32318,4939,65,18854,417,58,1329499,102219,3040,9571,21,6,250492,35378,508,12518,2433,30,45565,1110,112,13800,1922,51,30852,2337,46,131315,3643,287,73,1,2788,341,11,14700,440,28,239615,13215,587,11,31581,4429,89,55295,8209,159,135978,6465,248,25934,522,79,82341,500,192,2832,1,6,"EL43"
