"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.11322","NUTS_ID"
1,9765405,1055722,75756,1855,351348,23966,696,20542,1333,43,3753,1,35017,1187,38,16917,395,20,14043,493,20,146529,3787,217,1540,34,5,2498,151,4,9928,113,5,3986,38,8,7077741,441290,12984,8814471,425560,17579,462127,13842,764,102087,2493,163,59344,4199,107,24010,1253,42,111632,12376,230,1692733,81534,2859,11116,794,15,92830,5580,130,4868,127,13,23974,816,28,0,"IE06"
2,17983297,243588,15343,449,13695669,464705,16359,11746,788,14,806183,834,8272,432,5,125462,4297,122,1775,12,3,3896027,85589,4873,11,1,0,747545,15097,715,600,2,0,53858,766,57,478137,19871,605,21005808,1022210,23778,9576,270,9,285152,15421,407,5990,2,4,106160,6444,129,7366,75,8,4386397,149925,6930,282,0,0,134520,5897,210,844,1,1,35420,922,36,22438,"IE04"
