"ID","count.0","count.255","count.91921","count.91922","count.91923","count.92921","count.92922","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","NUTS_ID"
1,804583,2442,4020,140,5,688,34,26123,1701,46,5462,1490,21,"HR03"
