"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12121","count.12122","count.12123","count.12321","count.12322","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.12323","count.12921","NUTS_ID"
1,4861809,28210,2194,43,2129,192,2,2002,350,6,587814,101731,884,62071,6461,81,45608,7738,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CZ08"
2,9039126,395709,13812,826,22352,2516,33,3182,222,8,1555922,247401,2962,143480,32778,290,104077,22084,231,5082,57,7,836,16,0,0,0,0,0,0,0,0,0,"PL21"
3,9307214,100308,25409,132,1481,711,0,4408,835,14,996309,257561,985,37930,4184,29,40213,4184,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PL52"
4,58405214,2854605,173521,4272,181844,20891,297,117460,5890,180,7766645,604781,11517,1060162,125750,1610,487518,37343,676,43477,1194,84,4607,363,1549,181,2,3194,763,3,1,5,19,"PL22"
