"ID","count.0","count.12111","count.12113","count.12911","count.12913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12112","count.12311","count.12312","count.12313","count.12912","NUTS_ID"
1,47722,7974,8,4019,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO07"
2,84731033,10447094,13866,309248,291,4111177,10129,5914,43014,54,16,91991,369,91,15645,158981,200,89,1073,"SE33"
