"NUTS_ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19911","count.91111","count.91112","count.91113","count.91211","count.91212","count.91311","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92311","count.92313","count.92911","count.92912","count.92913","count.11312","count.11313","count.92312","count.99911","count.255","count.31111","count.31112","count.31113","count.31911","count.31912","count.32111","count.32112","count.32113","count.91312","count.32911","count.32912","count.32913","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.12121","count.12122","count.12123","count.12321","count.12322","count.12921","count.12922","count.92321","count.92991","count.92992","count.92993","count.19912","count.91213","count.92212","count.92213","count.31311","count.32311","count.32312","count.32313","count.11221","count.11222","count.11223","count.11923","count.12221","count.12222","count.12323","count.12923","count.91121","count.91122","count.91123","count.91921","count.91922","count.91923","count.92121","count.92122","count.92123","count.92322","count.92323","count.92921","count.92922","count.92923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.31121","count.31122","count.31123","count.31321","count.31322","count.32923","count.19121","count.19122","count.19123","count.19321","count.19322","count.19323","count.19921","count.19922","count.19923","count.99121","count.99122","count.99123","count.99921","count.99922","count.99923","count.91321","count.91322","count.99321","count.99322","count.99323","count.99912","count.99913","count.99991","count.99992","count.99993","count.99111","count.99113","count.19111","count.19112","count.19113","count.19913","count.99112","count.99211","count.99212","count.99213","count.31312","count.31313","count.31323","count.31913","count.31921","count.31922","count.31923","count.11991","count.11993","count.19991","count.19993","count.91991","count.91993","count.31211","count.31212","count.31213","count.32211","count.32212","count.32213","count.91323","count.39121","count.39122","count.39321","count.39322","count.39323","count.39921","count.39922","count.39923","count.12991","count.12992","count.12993","count.39123","count.91992","count.11131","count.11132","count.11133","count.11231","count.11232","count.11233","count.11931","count.11932","count.11933","count.12131","count.12132","count.12133","count.12231","count.12232","count.12931","count.12932","count.12933","count.91931","count.91933","count.11331","count.11332","count.11333","count.12331","count.12332","count.12333","count.39111","count.39112","count.39113","count.39312","count.39911","count.39912","count.19992","count.12233","count.19931","count.19932","count.19933","count.91131","count.91132","count.91133","count.91231","count.91232","count.91233","count.91932","count.92131","count.92132","count.92133","count.92231","count.92232","count.92233","count.92931","count.92932","count.92933","count.99131","count.99132","count.99231","count.99232","count.99233","count.99931","count.99932","count.99933","count.31221","count.31222","count.32221","count.32223","count.91221","count.91222","count.91223","count.19131","count.19232","count.19311","count.19312","count.31223","count.19231","count.99133","count.32231","count.32232","count.32233","count.32931","count.32932","count.32933","count.12223","count.39311","count.99311","count.99312","count.19313","count.99313","count.19211","count.19212","count.39913","count.19213","count.39313","count.32222","count.92221","count.92222","count.92223","count.19191","count.19192","count.99191","count.99192","count.92391","count.92191","count.92192","count.12191","count.12192","count.19221","count.19222","count.99221","count.99222","count.99223","count.19223","count.11191","count.11192","count.91191","count.91192","count.39211","count.39212","count.39213","count.11992","count.39991","count.39992","count.19132","count.19133","count.39993","count.31931","count.31932"
"FI20",13236753,0,0,0,0,0,0,0,0,0,0,482135,47569,992,0,0,0,4829,659,8,89407,6692,139,90005,0,0,0,0,0,0,0,0,0,0,55177,5183,100,0,596,0,54571,2771,119,0,0,48,297711,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28110,626,13777,366,23,67754,212,86799,14290,189,205,10224,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,1003,0,0,0,0,0,0,0,0,0,0,0,3206,9,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FR10",111249794,4522944,820718,6346,278585,44377,420,89601,533110,88667,587,2126050,416155,3066,35255,4139,80,85749,34141,98,282598,53363,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19787,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRB0",335766544,25254061,2664129,47740,207602,32204,432,5581791,588569,55102,893,15831023,2041738,30409,41181,6508,84,4979802,603786,10099,386753,35399,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564240,10365,0,0,0,1649,4,9,0,0,275744,62729,739,0,745,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,180637,53653,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRC1",228744176,26479452,1879518,39616,1039297,106233,1985,4756885,157894,15122,226,16892161,1431254,25069,124762,11392,289,6375083,621902,9805,346335,39972,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420762,7459,0,0,0,3109355,143449,4986,15386,961,6810803,524795,10365,0,101396,20750,126,1492668,51250,2075,17114,1167,32,7126,240,3833537,884752,7188,1096322,123469,9714,2208,0,0,0,0,0,0,0,0,2558588,4857322,397679,7668,11049,282,11,10,0,0,1840,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603379,38530,935,731952,39512,1339,4948,190,167108,4268,324,116773,4188,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175356,4625,227,36,118,39,0,0,0,0,0,0,0,4281,108,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRC2",117762902,2826108,1048467,3842,0,0,0,616081,20216,12025,28,2295166,933553,2765,0,0,0,298491,145895,364,68041,31415,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174830,755,0,0,0,0,0,0,0,0,130061,26758,197,0,1716,158,0,15339260,14127763,35024,478386,383086,831,103412,79497,2671236,2209555,6248,381950,240737,83971,58704,0,0,0,0,0,0,0,0,0,11579,3121,12,35204,12071,61,190,1064,357,606,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20544,9455,34,1080,828,4,0,0,175419,184582,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRD1",113403590,8717036,2485624,21498,290441,63048,620,193438,69837,39192,134,6726185,2603424,17552,11573,5462,17,729036,299841,2317,87798,35718,149,16535,204517,139225,695,0,0,31568,138,9180,4097,20,637334,370421,1939,0,266163,946,89213,46769,186,59281,532,223674,44147,0,4326509,1197531,12791,8762,2263,14293922,13056833,57237,31234,98765,68579,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,28,0,10617,0,0,0,590420,2762445,2452273,11497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17451,106,829,388,1,17962,48,14134,6899,22,38,7809,0,0,0,413237,2380,0,20,0,0,0,0,0,0,0,0,0,3148,930,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14664,13981,52,9397,7089,4559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,255,0,0,0,0,0,0,0,0,0,0,11084,3868,1674,2,16,0,0,29,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRD2",100621691,7240028,3405960,15086,206494,95150,389,432503,63487,27652,107,5731977,1332153,13265,60410,20329,138,392960,93569,1060,223278,71932,435,5958,204434,106602,477,279,212,5844,8,19496,12748,21,20690,5075,57,910,0,0,4321,2299,9,226901,1065,0,11071,0,1165423,760621,3210,2127,1469,99748,12009,243,3526,2115,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5766,4,26,0,260109,11808,1492,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,12,0,0,0,2775,4,36806,9927,46,6,2045,0,0,0,175790,658,0,15,0,0,0,0,0,0,0,0,0,14604,6638,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,1312,0,0,0,0,0,0,0,0,0,0,0,52,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRE1",101852697,8357058,3888114,12791,11056,8938,15,939986,323501,57700,412,2208643,864329,3300,709,453,5,206705,82545,239,135687,36901,242,4770,36368,8436,32,0,0,773,1,8580,1242,14,72407,14169,127,0,0,0,25045,3387,32,419970,1735,0,6204,12702,1591478,894383,3769,10202,2204,160026,70533,372,603,6534,2969,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0,0,1221292,102754,43997,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,12,0,0,0,1232,2,1823,483,3,5,159,0,0,0,665419,3063,0,15,0,0,0,0,0,0,0,0,0,341,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRE2",174641822,10524219,3417571,16352,550883,130793,673,628382,235528,51026,289,1827229,658059,2768,23551,4007,25,30597,12907,42,148431,32840,227,0,26113,9318,45,591,284,0,0,2326,492,1,151983,55725,264,0,10,0,14166,1206,22,347672,1439,0,911,0,624984,269109,1595,3293,881,18160,6399,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294506,10055,2990,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,4092,0,4,0,0,0,1391,0,0,0,144830,970,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRF1",73276126,3153544,696834,4208,5619,1004,16,91189,22638,3912,23,2542660,859356,11739,0,0,0,22866,10034,20,237466,41448,2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27684,76,0,0,0,9011,1950,7,0,0,1372,243,2,0,0,0,0,387562,128440,2663,34138,12402,65,3071,433,1214056,431462,37886,14389,7298,4623,3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRF2",222524800,21040356,2707185,305556,1670737,255152,11705,1187276,285633,28159,1628,3339066,939620,8585,276999,54337,448,393123,158376,850,219252,40461,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244991,1167,0,0,0,725184,195243,861,961,206,133966,40938,368,0,6756,3135,3,2771,1234,0,1371,85,0,0,0,65379,4081,1788,43954,2630,445,118,0,0,0,0,0,0,0,0,170522,74730,33188,175,0,0,0,0,0,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53498,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRF3",190303591,27035471,5414095,52696,621184,55667,940,1791798,420037,49663,464,2800602,623628,10176,17916,1695,27,450244,290834,1572,206341,51830,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655109,2159,0,0,0,370069,44465,364,11115,162,147797,30233,118,0,9265,1368,14,92801,19635,175,14835,3810,15,576,222,3117282,1126568,5800,515616,260083,21056,9312,0,0,0,0,0,0,0,0,32193,226,0,0,0,0,0,2,0,0,635,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3282,21,0,7,0,0,0,0,0,0,0,0,0,307,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRG0",238873182,10375174,1599579,19779,185591,23056,276,945392,86192,8927,106,18911726,6778083,43602,24762,4035,74,5613260,2569359,15710,438582,150145,874,6469,1919,3821,4,0,0,0,0,103,112,0,473865,291503,1281,0,143039,518,129791,76208,314,187944,2044,104924,11112,0,3184266,1260993,8017,40433,11160,13662538,7402610,40549,0,200899,99182,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,397419,5110098,3547668,18615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,19,103,0,0,2921,4,3885,2796,8,12,1961,0,0,0,165750,1227,0,57,0,0,0,0,0,0,0,263,0,2546,644,1,472,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,66,3,32,253,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRH0",216739426,301337,255793,817,0,0,0,19839,12456,7734,15,10627603,5617426,21884,0,0,0,2710175,1467610,5631,364037,175899,646,36739,3454,2327,5,0,0,3083,6,562,188,2,434958,157143,921,0,266481,504,232420,61432,537,12521,31,95097,35604,3422,137902,114017,473,0,0,5318140,3523671,12474,1759,73758,40727,131,746674,359426,1673,92090,58308,241,41951,9397,8183195,3853870,16965,2136815,1113385,204865,50502,57204,1651,273,1,14308,0,0,0,23485,1786501,1201629,4548,0,0,0,89,0,0,4379,318,94794,18415,224,20551,2385,32,847480,341187,1954,15406,99,173310,36845,380,1422402,806756,3485,536822,381363,1387,9812,3734,119894,83856,257,61043,41327,11,33185,7101,53,1133,574,2,26336,5709,47,13669,2124,41,32574,8567,60,476,120,3739,255,14,6504,83,6734,1154,16,8548,12,43428,17785,116,90,1862,0,0,0,22864,87,144,0,701,187,7,0,0,714,2,0,0,0,0,0,0,0,0,0,6995,1460,71,2,0,309,84,1,102,26,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,1308,6,0,816,78,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4641,1367,0,0,0,0,0,0,0,0,0,0,0,3582,1353,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRI1",333699730,26035650,5402432,38775,484062,94874,720,49921,75993,13022,94,18672215,3926288,28418,36838,6057,51,250976,136399,451,550310,107084,818,1293,31031,1937,56,0,0,0,0,468,84,0,277219,17945,654,0,3771,6,49469,3443,140,27128,81,0,642,0,1129,458,1,0,0,223944,57535,268,0,42,9,0,7832041,1936977,8715,74365,47317,118,341167,12654,8354320,3086367,11844,134618,132675,126817,15227,936,0,0,0,33,0,0,0,0,27939,9950,38,785,1057,2,452,125,107,252,170,7903,1953,8,1455,397,1,24194,1412,18,0,2,2074,250,3,2780564,805231,3346,4964,886,12,5022,1588,860107,265284,1170,1725,0,9,1472,123,1,0,0,0,1219,150,1,54,13,1,168,86,1,0,0,0,0,0,110,2,0,0,0,149,0,1063,11,2,4,111,0,0,0,0,0,1,0,674,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRI2",104261773,792128,131731,1407,4499,402,4,120386,12264,1749,12,9974907,2389591,22342,501,13,2,4711962,1446805,13412,119675,23731,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21667,395,0,0,0,104791,15375,251,86,32,13944674,3552286,32628,0,53943,9911,76,364650,69054,748,10538,12706,29,0,0,8868627,2345458,15362,2409192,909100,53347,15020,0,0,0,0,0,0,0,0,120006,6724058,2060379,18704,0,0,0,0,0,0,4492,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831339,845745,5409,837751,242248,1667,5045,1100,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19652,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRI3",215868547,14748955,2399159,25186,1528480,236727,2284,817791,247211,21071,328,10130211,1730564,22556,82950,22946,158,2259915,433157,7181,173455,20501,263,10241,143236,50106,255,3406,911,0,0,46941,13159,64,157141,44304,294,297,3,0,31844,10050,82,119678,2157,0,17020,0,1299295,366778,3629,5956,767,4044092,949852,11197,0,23700,3861,43,2841,928,7,23,111,0,0,0,97797,27684,185,3252,719,0,0,0,0,0,0,1681,5,5,0,11418,723990,223693,2252,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2455,31,194,0,0,15066,23,7578,1459,9,21,3758,0,0,0,1558,23,0,20,0,0,0,0,0,0,0,0,0,12464,1876,18,289,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
